result_user_id,result_remap_user_id,sorted_score
A2BI39GEBB9QX2,31530,2.6478107
AMNAZ79GF99CO,58014,2.647416
A3JUHAAKZYZXQD,32741,2.6474142
A2YO9UKXXUH3K2,11299,2.6471918
AZ4CJKSOFNUR6,14148,2.647114
A2BJDT4X2T7QB,42266,2.646894
A2EHT8ZSW1I9N,34564,2.6466403
A1QS7AEY86KUTX,34598,2.6465871
A18B7LJZNBVRFG,1551,2.646562
AUZJ8FGE6KIVY,43337,2.6464195
A3DIAEQ6WYCBU7,55389,2.646386
A3SVPVMZO0YERY,32587,2.6459053
A2WYWPJQXXKOHX,40385,2.6457818
AP2RM3U03UDN,17374,2.6457617
A3MJYW6U1LE80I,28670,2.6457162
AHB6MD80TNZ0E,1578,2.6456246
A30FU34E6K08H1,35005,2.645563
A1FOSLUHMTU2X,3271,2.6453424
A2GLIABUCGB8SI,35223,2.645216
A26831MOB7E4TE,50536,2.64514
AAFL4Q2M9OIQU,38318,2.645102
A10PAD58KUDF5U,42069,2.6450794
A1TPJTOS605P5G,5127,2.6450305
A1UQ48733QNE70,554,2.644974
AEPU4PFQ26X00,11466,2.6448274
A10G7KF31A2UAU,42681,2.6447535
A1G4JSXU6QMFAN,56791,2.6447272
A3PVFR5SW9YD84,34855,2.644702
A2CTBOZ5174F92,37389,2.644701
A3JA8Z4V45SG3A,9512,2.6445482
A3MSZJ7M104F9C,38308,2.644528
A1BYSCBJ82YZYJ,5522,2.6443794
A3OXUVYQC07Y5U,3947,2.644352
AX8SI9OZFDFK4,17500,2.6443512
A1J4734G8OPEEK,39308,2.6442873
A3P6H5ZWUA0RL1,54376,2.6441276
A3702Z730RVYWK,20277,2.6439857
A6QJZGKT84OXA,15443,2.6438465
A4M26LTRLCUAV,19528,2.6438432
A2098TMPZVQ40N,8578,2.6436803
A15N5D547HXVXL,29532,2.6436262
A4J5MP4NZQQ4K,42355,2.6434133
A6I57V7YSY0RX,34026,2.6432261
A17JYUHKMGNDE8,2733,2.6428583
A2ZR4ZASRZENIG,2263,2.642683
A3BEN3LLYFVRTY,25100,2.6426134
A19S09NCT3JECA,52386,2.642461
A14VZKIKTQNCC0,57906,2.6421945
A7YK2HIK3RDXQ,50532,2.6419392
A1YFC85LNDLXYD,35349,2.6418147
AWATUDXT8A7TA,45593,2.6416354
A3L706G7TP4AWK,39719,2.6414258
A3D4RZL9FGDHBM,43857,2.6412005
A1EEF3WTKX1UAG,40489,2.6411676
A2EG1MDIP1QR00,52593,2.6411614
A43FJ1OP0YF6L,31491,2.6411102
A1EDXOLMC23NZ8,11487,2.6410532
A1IN2HPGXP4AQ7,55549,2.6409163
A3P5JF2KGS1DMX,11539,2.640675
ARIF4NW1K2MXL,58028,2.640621
AJQDBUBB5DNSS,34961,2.6403491
A1833X3LQ0BHQU,40065,2.6402664
A18R9W7GWEXYOI,2681,2.6401966
A3FIFR77R1YNYG,1961,2.6400745
A1EO6I00CTOCFR,221,2.6400616
A30N3X43ADG9MA,4404,2.6399994
A39QX7HZCNIG0F,58735,2.6399093
A215KAEQRV11QR,36514,2.639702
AWCNLZB1WG9LA,23860,2.6396413
A3D3XS795L5E4,37616,2.639621
A39LIQED9JMGGM,17864,2.6393633
A3F5P4COMH6P74,23817,2.6393292
A1QQEDCR8D3LWK,52680,2.6392446
A3DBCYWQWUJJOE,17761,2.6392128
A2VBB1CPQ8FXOF,29102,2.6391165
A1AVQYJT1SGLJ9,30519,2.639037
A1OO5U916YKJZ0,35740,2.6388032
A3Q3P20F02Z1ON,21932,2.6385443
A2BXXCMZGNH89D,18283,2.6385286
A299WX7O7AWML3,22440,2.6384404
AEPUINOFMM5WX,13833,2.6384351
A1YI6115G0CNA1,40791,2.6382895
A1Y01UPHNHOHE8,31938,2.638255
AUGGWQHQQ24ZP,53427,2.6382506
A3UV106F8HCX5A,6912,2.6381958
A1LCDHQ5N1702L,2553,2.6381173
A1D7IQPSF9FXXW,45662,2.6380699
A1CKHG2S6H6GSP,44638,2.6379988
A16SFT3UF9WR1Q,17337,2.6379027
A2CTKYL9HVT5A6,52258,2.6378171
A15RMKDMEFJPCV,13701,2.6374178
A1RYM07X3LP5LM,45934,2.637392
A205J9QAMSI3UA,29669,2.6373224
A39KEWS3C9XTYN,53282,2.6373122
A3DFT7ZQNT3TE3,22897,2.6365778
AI9WCW5N6K88M,1965,2.6363935
A3FH6O1NIAEQUH,14725,2.6362963
A23OKPIZZHPK1F,14343,2.6357286
A2CI3J8RQQXR71,22841,2.63564
A1N3CLQTSMU482,34133,2.6355994
A2WCJW5MISAWI4,19516,2.6355824
A1QL3H4GJ7SFKI,42032,2.6354635
A2COX4IGO618VG,9668,2.6353848
A11OOKY12OLCXK,49,2.6353734
A3VSDZVWONN4SQ,50890,2.6352823
A3LA2EC3U9XGC,40042,2.6352794
A2WT0AHEMI2QF4,57930,2.6352413
A18THU95CLMPX0,54423,2.6351998
A38TYXTNN72TK8,43725,2.635198
A30DWDV089966E,20300,2.635071
A4USPUVQJLSHH,6358,2.6348262
A1QSKWQM8KXJBH,47594,2.634722
A22KIIRCJNKBI,23441,2.6345718
AYGRJSZWQ2QR2,28736,2.634556
A2QS3RG1ZA9F73,44565,2.6345453
A354T2W00YFEVT,14194,2.6345115
A2IRASWJO9O3H4,4320,2.6345086
A1MH2209WZQYOA,8524,2.6344047
AATKPQV2YEY28,16232,2.6342707
A3NNQD9ELZGESP,26934,2.6341186
A377LPVLLAI42D,41747,2.633671
A3LFFT0G958SGC,40901,2.6335826
A3GY40388WB66Q,20839,2.6335592
A2ADBHETK84V3B,35762,2.633292
AASY8IRAVUXCV,44312,2.633216
A3O4WJRT7U7DN9,25732,2.633141
A1GKZ48LEHOG3F,1012,2.6330645
A5MOJ3NZHD43K,36780,2.6329737
AQ805XRCR5DYI,29658,2.632847
A3AKT2GDPIOWN8,9314,2.6327984
AVPFQ8VYFGRXH,31436,2.6326344
A363LK8CUOAK8W,37654,2.632564
A8SBC065L2PLZ,14072,2.6322927
A2KY59YPWN0ZYG,20812,2.6322794
A2PU4BIN9HNQ8S,36202,2.6322699
A1VEV3NHKQXAEA,36522,2.6321054
AEQDF7A0SIGHQ,24247,2.632088
A2ZYEA3JRS8WLI,16185,2.6320486
A2KB8M54T87JB9,28078,2.6319845
A1IMA2T24MI6QT,14422,2.631924
A1AN8720TXNMLI,34070,2.6318939
AY8S0ZSMVGYBG,19994,2.6316993
A3OY3LCWMHR0I2,3375,2.6313524
A1SN4D4MWMC1NH,37144,2.6313338
A2JFVJC1IRCGLA,4532,2.6310809
A1CVL6XPAKXPGR,51829,2.6309803
A3N3S29DRC4NID,19685,2.6304886
A3KT8PUHI4SB3M,3165,2.6304617
A3PI31GE01NDY0,2447,2.6301618
A1P6TBPW4D34AF,46533,2.629673
A27C5V7P7I3LWQ,25568,2.6296518
A314MZFUIF52CD,38685,2.6296418
A3UDO0TXOUGK47,54722,2.6296074
A2SHAP61LM1F0B,51161,2.629515
ANOMBQCE24XQ8,43707,2.6294417
AUKHZBW58JEGE,31074,2.6292708
A29ZNOMSF44OXY,36397,2.629205
A3TFXUE117MS3C,12185,2.6291337
A3O0Z5KHSG52ID,29974,2.629124
A1KWIAKMANZVIV,1543,2.6291115
A302F9LIUFM5BV,45670,2.6290514
A1JEBJH2SZVU20,34642,2.628912
A37K9ZEOFT4J2L,19608,2.628793
A1HWD2W7JDR89J,69,2.6287663
AFWX3JHX2F0BF,41088,2.628463
A1WHAHBOGAF5FE,30757,2.6283088
A1XS4OPKD42HZZ,14288,2.6282706
A1UGIKEEVJ45U8,41141,2.6281655
A1Z002VUDMZSAE,57409,2.6280434
AHXDIPPPVM0K1,52360,2.628028
ARSVAVKTAYRWI,17801,2.6278546
A1NX3K77ELDTR7,20088,2.6277611
A2JP5SGUWACPWD,53776,2.6275513
AIJ246ZV9TKR4,8118,2.6266952
A2P43L9EEWS23N,57015,2.6266081
A3AGAR4YPBXQ29,50361,2.6263437
A3MLSTB2H7XUWQ,47794,2.6263316
AIR9MAYRN0O0I,3633,2.626229
A3QEXQXCS77GGU,3661,2.6260352
A6DEV6NI58VHH,24126,2.6260264
A23Z2YHYYR5ARN,30694,2.6256409
A3ESCOHK3FDFYU,31691,2.6256032
A3HC6KWADLC3QM,20089,2.6255515
A1PCWQDNVKAEFR,3287,2.6253366
A2GZB8VPM69DJJ,6960,2.6253
A1ES1ALA890RFR,26050,2.6252708
A1OFU5BXTTBPJB,30241,2.6252444
A1429R319VYU5Y,56431,2.6251104
A5X5XYJ73PU50,38111,2.6250768
AHGZ5ZKUH2TBZ,9478,2.6250267
A1AKVMUHKHNS1,16597,2.624844
A71J3JYNRUXM6,26260,2.624752
A1M169U0UMVTZX,7922,2.6246526
AUB2S7DN30E5B,1366,2.624445
A1HEQGKWHWAXB1,56874,2.6243296
A3MBO6T1HAQJ0Y,20853,2.6240826
AGVV1MOGRSQ75,37288,2.624046
A1XRRMI7G8OTIR,56700,2.623899
AHKA6AUREILLD,52511,2.6238909
AX2F72W2O86WI,14355,2.6234405
A19JXAR1NIHWL0,38441,2.6234312
A39BWUFBDGZM29,5236,2.6234303
AED4TEJ30RQB9,10955,2.623377
A2CPWZ4KCQHN6M,7763,2.623354
A280WFGMK9QTJ6,55933,2.6232736
A33ALUPA6XUPG9,16962,2.6231146
AF2XRGOEJYVEB,39220,2.6230602
AR7LVKEHVH7A6,56633,2.622899
ALPMOVFU0QWBO,49702,2.6227555
AR0NOGRFWXO4D,52028,2.622727
AQYZTOB8ZVCAP,51084,2.6226544
A24U6KJ1J3UB9Z,57279,2.622638
A2UC2YI2LDBEMG,56037,2.6226127
A7VWD9WT76RCP,55846,2.6225567
A3731AE5BKFPW1,40969,2.622424
A21OWP3UX0HLR3,49786,2.6223946
A2YSDKLRUJ1F0O,363,2.6223724
A1FS5CP07UDRFX,30665,2.6223032
AVWGEXZ2481P,53050,2.6221354
A1CKMOHR5YQ4TM,48757,2.6221077
A1C1YMKM4W6IMY,28220,2.6220658
A3E9PNHEPUPNGB,7235,2.621887
A2JYY24OYR2731,24837,2.6217308
A1A42K5EXJBQHQ,40305,2.6216285
A3CM7D6GWBLMP4,14773,2.6215816
A1DHAYY6T3R8ZS,39304,2.6215184
A3LWEVX2GVCIHH,58427,2.6214855
A6AJJ9ZV8EACT,14269,2.6214266
AM3UXB1IRQ8IV,12542,2.6213262
A23L6YP43HXVYD,29578,2.62121
A1O1NUQ73U2Y9R,10161,2.6211023
ABSXYWVNS066G,57162,2.6209877
A30PWCE26QNOX7,34020,2.62091
A39F6PVD5IHDB2,34016,2.6208925
A10ZGY64T2AHCY,57474,2.6208758
A36S95SGTHPOZW,37857,2.620796
A21OCUI3MJE2IN,15373,2.6207101
A1TSQ46XUYJET5,55786,2.6203582
A3NBEQBFSP5FG7,46330,2.6201236
A187Q02C6BGH88,14836,2.6200452
A1RTVWTWZSIC94,31190,2.6200185
AM1X9FMCFFAPK,20045,2.619985
A1PR4PL9PM6QO7,51993,2.6198807
A3HCR6R5C36Q6U,51473,2.6197815
A2MV074GLY0D19,41687,2.6197076
A4XV5YQL9IZQ6,8750,2.6195853
A3H5WVXS3JCZ6U,55532,2.6195803
A3T1UC6NVWRLL8,9157,2.61949
A5JSYBGBERC3N,55412,2.6194837
A1XZVSGWFGOGR5,33629,2.6194775
A3T1FCISA3IKB7,24646,2.6193767
A39I39O1ASMPFQ,45023,2.6192904
A29XATAVD6OMRX,5971,2.619272
A1R4SW0SR6EEHO,45125,2.6192708
A23UQCK08LIPV9,49524,2.619206
A3V184I7NZCYOF,24765,2.6191626
A2URQFIBPJKH9P,21315,2.6191342
A29HV9I3VPK1WT,56064,2.619057
AJS20RF2UXKK6,7712,2.6190293
A43HAME3562PG,51983,2.6188173
A36H2GD8DLKN1W,38247,2.6187916
A16M9CJLI33SIU,52709,2.6185682
A3PEE0ZWV4MDZZ,37996,2.6185122
A24MI8VCOM2EU8,21872,2.6184487
A1973DW8J7SG3Z,16475,2.6184032
A22IVFD93UZ14H,27887,2.618402
AISB64RD2ZEM6,46163,2.6183667
A1HW006RKKNDUW,19355,2.6182108
A1XILXC6F2CUC6,16095,2.617867
A27119IWAQ8IM8,53956,2.6178646
A2UCAGS04IOIYZ,50219,2.6178296
A12AN4OSMHZP1P,56512,2.6178212
A3EKE26D7QDP1W,17173,2.6177588
A30FS0YUGS64TT,19339,2.6176999
AAERG4GPI8K6N,15219,2.6176713
A8UK0W9747UFW,6822,2.6175768
A3SE3FQIO3H8P6,55236,2.6174736
A69OA1MP0UHBW,21189,2.6173325
A1PHAJ3H7933TX,38698,2.617177
A25NFVQ40463A1,49258,2.6171644
A2OLR2GO7KX1ZR,47283,2.617128
AET1KEVXAD0EI,34656,2.6168675
A1JDB6RGD5CGMA,50301,2.616709
AR9AM1B5H97UM,17434,2.6166658
A1HFZG0VJ0SRQS,22056,2.61636
A171RNFRNY9HNI,36094,2.6160984
A1UKN6ZDEXS3CS,47969,2.6160083
A3NAI3O35MHNXS,4684,2.6158242
AA7R2DAX2SHLM,12759,2.6157148
A2VJ84L2Q1Q6SR,32253,2.615433
A3TD5DN6M5OSRA,6069,2.6152894
A2UNVYOQIHSF3R,16175,2.6151748
A3J3XZOY670RFF,10587,2.6149633
A1T0KMCSU6OB71,55220,2.6147676
A2IKMRNKQ12ZPT,768,2.6146257
A215IAVXUZSFDZ,23398,2.6145937
AUOOBKBNZ65LW,25199,2.614575
A34W01JT80YVB2,49851,2.6143796
A1RMFVL67E6P7A,54996,2.6143725
A2NBITST46ISPI,11967,2.6143074
A2RVJMSNBYRKC5,20511,2.614209
A3RAJS8Y3449IM,53154,2.6138556
ADS8W9A36D7WN,31957,2.6137471
A12NJ625XET1GE,31279,2.6136494
A1LK2X9A3A5BM4,37474,2.6136374
AYFZ5L8NH2H79,16793,2.6135814
A1L00XT0EFFHVS,18984,2.613578
A36G7S768C7ZXL,44937,2.613494
AA26FM8U02VAH,43895,2.6133175
A1S8LTF26JF86V,34074,2.6130805
A29HGJZEK90B6J,18121,2.6130674
A24QCM1ABDQ127,20311,2.6130495
A35DH768R1JV2X,1209,2.6130126
A16FJT71F6OL11,1502,2.6130054
A2WUUG2S7VH26J,54846,2.612985
A02828322DMLCRNQDBLK9,7369,2.612982
A33T0HNNB4O95H,7391,2.6128786
A88SQDMJMA7TY,9208,2.6128592
A337K8R6T4MDYF,55291,2.6128533
A156HB15V139AY,16534,2.6127903
A3RR6IGFK2BQZM,40047,2.6127837
A3PG8VKH6WLAWJ,31049,2.6127832
AJR1IX71AVR34,35038,2.612751
A3V7M0FWR9YLTZ,44414,2.6125584
A10JQBYV4GE1ZY,34203,2.6125333
A1QOSMG7QBZ1FS,39237,2.6124227
A1Q264OF3AC0GT,51908,2.6124156
A3PJKRONDQGH12,12114,2.6122437
A3VM3ZBY3SAYYG,11872,2.6119766
A1YMTROWMLJVFG,58389,2.6118677
A65NWIWS4LC15,19649,2.6116621
A2ESS51HU741S3,47881,2.6116214
A2YVXDUZMMHDED,48436,2.6116147
A26QG6ON6R6K94,11843,2.6114905
AGWWL6YOQCNN1,39709,2.6113434
A36JK8843DTZFB,24116,2.6113
A3GF1BA9BOVE0C,30486,2.6112633
A9L69305XRL13,38048,2.611172
A2HS8PO9PJH2XW,57062,2.6111052
A3GX0U61ML5IAG,28999,2.6110735
A27I6YBDH5K5HI,51846,2.6109238
A3SWJ6DHAZ9GMI,19659,2.610748
A2KV4ZDV96U0GY,26034,2.6105072
A1LP59RHA8NH6,23035,2.6101434
ADFN2DKTJFIVZ,15519,2.6101115
AZ90PZT6SDEZ8,22204,2.6100495
AXR2I9MXK8112,39217,2.609983
A1W04OJDHD3DAP,5034,2.6099792
A39EELV2F8NM8Y,55546,2.6098413
A2MGX6F647G4WA,10483,2.6097767
A1CJVQ22O3LGHL,51182,2.6097395
A1T3TRTXU5CNT5,56563,2.60944
A1S2EVPN7YKJTM,20321,2.6091797
A2I9T0XATGB1WI,4264,2.6091712
A36ETTCSC9AS2P,14198,2.6091332
A3D55ZKSE2BDVE,1869,2.6091137
A3T23WEMVVTTLW,56374,2.609049
A2LHLMY55OM3S2,4146,2.608828
A1YBFKCX3AFYKL,22104,2.6085744
A3802XKHF7I6AK,12120,2.6081471
A20YMIH10SL4GN,11152,2.6081412
A197CW2K5BIUM9,33332,2.6080568
A1BO7JWSJKSN9T,19015,2.6080534
A3KQFIKQHCTQUP,58620,2.608011
A3CVMZA0E2K84R,15855,2.6079824
A1BZ6ZNS2WDABM,49911,2.6079764
A2FBEWZ46SPKHA,449,2.60797
A3LE9RVH7ARH4J,37433,2.6079645
A2K9FCM94I4E8O,15508,2.6079583
A3ER2804K8LWIP,35152,2.607843
A2LXGJCH8F09C2,10422,2.607541
ABTN5O0CMI0AU,28992,2.6074646
A2GNVG6KOUBOR2,22238,2.6074362
A2FAFS6VK6CW80,13786,2.6074057
A1FSRN96SGBRGP,31028,2.60732
A3365BFRYW8MRD,36746,2.6072328
A2R81BDR6CVPF0,3510,2.6072276
A1HT53IZNXHMS5,12407,2.607137
A2LHNSV6CCCB7U,54146,2.6068265
A5E0Z5F3LR1UF,54615,2.6068041
A1AOYW82ZFJBQE,57135,2.6067762
A1RQ48BYTJIYO3,30601,2.6066852
A2P8V72W0DV1SD,20816,2.6065192
AM5BJXNJ1NGDT,47612,2.6063879
A2B1U2ED9FRO66,39321,2.6063805
A3VEHQNKQA2ZI7,35214,2.6062052
A1NF1ZXQXPLKOA,3835,2.606004
AU3LK4WFZX0AL,8212,2.605941
A29EON4U0G1U07,2532,2.605934
A2US088X76SIYI,53884,2.6059058
A3S101YMIBJWTJ,13179,2.605728
A2X0KSP9390IBH,16336,2.6056423
A1VQ8JCZYC8T6B,37524,2.6054568
A37SKGHS38EFOO,6308,2.6054487
A1UI8Z3QNSNYIU,56337,2.6054435
A2Y2ZBEAPK66F7,35971,2.605363
A1XNJMS7TQRLZ,23428,2.605348
A34LXQ24BPK71X,35871,2.6053028
A1UZAUV65X3HS2,31919,2.6051226
A186K8KJVLCXPF,9335,2.6050732
A296I6N7J3BPDV,53666,2.6050582
A1J425ZK7887II,5206,2.6049943
AMDMTOT38LLXF,12430,2.604984
A19FZGBY6HNHQH,41872,2.6049
A38XDB9UXYRHCJ,45928,2.6047413
A279GKNH53PVOP,31007,2.6046789
A3I0MSKH0ZLYTH,36551,2.6045995
A2P5J8GCCE8TX9,51530,2.604597
A2QVSS0G5V1JLM,50473,2.604564
A17Y789YAJM23L,3875,2.604465
AFAT9DDWYILCY,14958,2.604273
A2F957JIHAME1S,52378,2.6041274
ANNDQQF8IV37U,31239,2.60393
A2IA277HK6T4JY,10125,2.6038833
A352ZABOHUPXX6,21390,2.603845
AFFVUZEGP1FDQ,45915,2.6037486
A1DSX7KGLWZHUP,55584,2.603683
A17VJB1YOS1ZVL,31456,2.6036327
A2NOJJTZ88OJSW,31886,2.6034658
AY4EGEW4VQ6BI,48751,2.6033075
A2FI87L6BD7BNT,7481,2.6029959
A3EYQ06LJKNOKL,43876,2.6028056
AEVT5TA4XQPQE,51784,2.6026642
A2BA7XTZR2LVCG,13344,2.6026542
A2P2ZWCOFS6PHG,1440,2.6026344
AM33IDOHR3ARN,30517,2.60255
A1RRLXV6PYXODY,40553,2.6024406
A3ODUU317ZOT04,44290,2.6023872
A35YGXPZ9KT2QN,1150,2.6023803
A3FC3CBY446KRA,22820,2.6021457
A5JEETYB3Z8X4,34409,2.6021433
A02380932JHGGWM74I2GA,56716,2.6021268
A16R15ZKTPS1CD,24491,2.6020086
A1N1JKWBH5U8AU,6410,2.601933
A21LR9WMFLTU8T,57690,2.6018631
A3SIEOVOL4I2OR,8361,2.6018157
A18A7E8HUEUTWX,9909,2.6018054
A1J4M4UUZE2A3S,37719,2.6017537
A2KS9RU4KH8NQG,39192,2.601712
A3CRAHNK0HVQ0G,27184,2.6017053
A27A962H1X2DF3,28690,2.6016686
A15NM5F4F7KWTU,16643,2.6016295
A2A0DL7JMKRDES,24348,2.6015134
A19QLH9B75OBV9,58012,2.6014628
AKXAZ603GRRBK,32409,2.601307
A0473259F6GQNBD88IYN,29894,2.601039
A1RU755G868GXI,50659,2.6008682
AJ0LCIRO2NR11,21762,2.6008055
A1D3PPWL5HWPHO,4247,2.6007886
A3MAPSV2063FOQ,22852,2.600755
A2IVTHMVXV5Y63,48300,2.600645
ADWQQNQ0DUAIN,10424,2.6005147
A3PFFNKNJH4BYA,50665,2.6002386
ADE230UD8YY4G,5586,2.6001034
A29MNPXA2WT7GV,131,2.6000974
A1YRO90TRLRLR0,22855,2.600014
A4FCILOED8W27,8969,2.599993
A4AM9U9E6OACV,24319,2.5999353
A2N51O6PRBILH,1766,2.5999267
A2F7VJZJBNECJ7,19623,2.5998604
A3CH8YO3U02NZP,41833,2.5998597
AR9M8AOWQ95EH,46446,2.599835
AYXCVSETQ2XK0,27489,2.5998135
ABJJQ22ZCITJI,29901,2.5997822
ATPXRT9Y7CLCU,30210,2.5997736
A2VA04JB522G48,4860,2.599741
A83KJSVITQBQ3,14184,2.599723
A3I23FDKNEWYBM,2464,2.599662
A1865MNR2WVCN6,23778,2.599596
A38QI1L6GW7LRT,56644,2.5993397
A2MX7W3YDKTGQE,53390,2.599221
A2BUJG5VGRD4JQ,27742,2.5991755
AYYMXCWP9CRS,51488,2.5990994
A1QDI6KYB8O3WR,29569,2.599042
A1BD4YLY1KWQWB,18800,2.598964
A34E8TYQL1L6ND,45395,2.5989497
A3SQPEZDCJ46SQ,8800,2.5989125
ATBA9AMW2Z2GT,43744,2.5988657
A38QCGCPQ5JI92,801,2.5988517
A25UZCCRFY2PEF,23754,2.598799
A2I7APDCX6XEAL,25286,2.5986936
ADQLQD5FAI1TD,12892,2.5986602
A1VOZAI1DOT9IG,29236,2.5986526
A1DDLDA9OMFICB,46060,2.5986464
ADT4JO3MQGGDV,46705,2.5984764
AL39RGK00Z1V9,26617,2.5984747
A2R5SO2IXGJQRB,6351,2.5984151
A3VLED8OXFVQ07,23496,2.5983174
A1Q0SLK0BVABXZ,35427,2.5983052
A1P34TLVAB52MW,36711,2.5982754
A2YIZA9DM1IKW0,33945,2.5982454
A1P9IAETFHTTSZ,12233,2.5982065
AEMZTKQ02HDDP,47206,2.5981147
A3M6I51AJNHFD6,32466,2.597992
A6SZZSMX7DQG1,55554,2.5979533
A2VQWQ3HO7G2YM,20615,2.5979118
A1RM7TEXGUWRBV,51167,2.5979052
A2HQN8KDPF5PHP,4321,2.5978358
A1NOFTHNOMZS9L,740,2.5977767
A2HTE03UTVMSEE,38792,2.597622
A35N0PR2D2QFK7,7767,2.5975602
A3VNPIVN9FZFOH,19822,2.5975287
A14PASY9Z7T8D9,7789,2.5974784
ABW4X614KZAX8,9424,2.5973186
A1PYEJIOYWUKHS,55089,2.5972412
A151IA6N46ZMQA,22575,2.5971336
AIQI8IK73ZVRR,58329,2.597086
A1I7SYXTPKV8WE,6907,2.59699
A3URMOLE2WW904,47753,2.5968904
A367241YFTUGXF,55359,2.5968404
A3RH8D7NKLP2JS,4189,2.5967672
AV4PRKA2LIER,44060,2.5966866
A2BGND68X8O9JY,46891,2.5966446
A1EPOAFOS864M4,8816,2.5966177
A97MSLGMQ7L3A,27013,2.5964603
A17RH02B57WR8V,32375,2.596296
A129FKE0NP24WH,14292,2.5961866
A1008VPSMH0JAX,14648,2.5961776
A1KPIHB49V27T9,26127,2.5960357
A3IWOR1DUHAT3,13830,2.5958421
A8NT22FUR84YB,32677,2.5958235
A351RLTJCEAXGW,51670,2.595641
A2RH4BBRERD62Z,17312,2.5956378
AV8TCASQUO17G,7476,2.5956361
ANK04GGJK53U2,17750,2.595563
A185BKUQWRUYSZ,19925,2.595557
AJMZ1O3EH0DUY,26063,2.5955453
A15BE1650JU5VQ,57404,2.5954294
A1QAAJU09TU4CI,10873,2.5953918
AJI1FUC6L1LVL,6436,2.5953677
A2AR3CUEM63J5P,3114,2.595307
A4Z3T2CB03QWP,7839,2.5952628
A2SCLDRJVILF31,50438,2.5952404
AOQ0I1RR27TF6,53690,2.59516
A17VCZRKSMAP8W,48402,2.595153
A3H2IBWZH00SSI,19604,2.5951126
A340XXRD81Y5W9,35919,2.5950737
A1TNSX8KDORH08,27835,2.5949488
A2HBQNSHR3YPJO,36558,2.5947807
A2CZAR77ZJPX2G,8680,2.5946364
A2TBWV3M2Z07EH,18529,2.594543
A1PUMHIK4TQHE4,20348,2.5945117
A2FK3KL3YA7ON8,56779,2.5944421
A3C85OE4Q86EUN,57202,2.5942247
A1LT6DRJDUQNUX,22258,2.5939999
ASO5Z65GXHKI,15654,2.593989
A1K61LR117HMGS,43809,2.5939107
A3FU0STPRTE1IP,32308,2.5938451
A2CV17DV1CPFBE,49014,2.593841
A13KTMHWPW4I6Y,21416,2.593824
ARTNL3X6BVY2Z,54411,2.5935168
A33WX8EIYYVBCH,38535,2.5934598
AJLUILYJXS2F9,27377,2.593416
AI6JAHHZ0F9G4,40658,2.593406
A8DL96ZLD6X7T,10824,2.593376
A2JXHKQ0JHJ6P8,48789,2.593347
AZSEILCO8ZNYX,24047,2.5932622
A2NDEVTGMJU6K4,38843,2.5932403
A2E5DUK5C86D80,41635,2.5931623
A2D8JQNIEQDI3Y,47554,2.593151
AM5TP8FUCGZTZ,43303,2.593102
AOPHUICI1YIWP,29107,2.5930717
A36L0OW8F8TPV7,25336,2.5930626
A2OJPL6MEI4KAB,39177,2.5930545
A1UAL841JUDOEA,1183,2.5930407
A3GYKYLZ4SO44H,54636,2.5930173
A2G1ENCIRHA8DG,35068,2.5928857
A1KP5RAAU6SDST,49564,2.5928624
AVWLBRVP9OQOG,36095,2.5928102
A9PPZQLQTOPBD,28322,2.5927944
A32XMMT2DY9XZQ,21500,2.5927749
AI36ONYG96EM9,5751,2.5926876
A1PNO5JG3G6PVD,23642,2.5926757
A3BVCOPCBP06U8,20727,2.592637
A1SS71ODM0FY2G,58144,2.5925324
A3JLVWOF4OOXXC,49678,2.5923297
A1QU9Q7L3UKFUK,10762,2.5922897
A2R1A6ORJXQM5U,7864,2.5920846
ADOCCJ4HZJZMM,4562,2.5920727
ACEW2AUO3AEA4,14915,2.5920656
A3S2SV3R76PPU5,39191,2.5919435
A1SNEFDVC1IIU1,24039,2.591856
A39CFMO5CC1JIS,20308,2.5918305
A3MSCV91O1RVF5,22573,2.5917573
A2VV7CK3EKMZ1N,33666,2.5916436
AH6ZV2Q0JP2B,39110,2.5915525
A2XL06PZHZDJ1X,20376,2.5915525
A1MPEDN7OC7S0,55375,2.591516
A1OHEN5DI1RBZA,20502,2.5915062
A2QHSKWKQ65HE9,30369,2.5913954
ADQUDOLPK5BMO,2281,2.5913775
A2T9EMG8BXMDLH,50939,2.5913718
A1VE68BIO5RTDT,19595,2.591362
A3HS17XAA09YQ1,4756,2.5913293
A1P0HYJ2UM7Y6R,53994,2.59128
A2IRBMMR2ND9OJ,41895,2.5912466
A29OYQ4A7DWFVF,9126,2.5911984
A5295UTIM4D3U,51973,2.5911887
A1A4Z9F6TBIY2U,7843,2.5911863
A3EP464OHSY94C,44637,2.5911787
A3MS5KZCZO81YI,49483,2.5911775
AWVHOICI67QFQ,15771,2.5910704
A2KQJRF6ZZX4JT,19620,2.5910013
A2MHM3C89PQ500,32660,2.5908449
A3DCHD9YKBS47F,32300,2.5905993
A2AJDE648JU9TE,34499,2.5905313
A3UBTF81J52N2F,16440,2.590437
A379CANHAMU7ZT,27875,2.5904295
A1QOL7JJNLQE5K,44661,2.5903802
A2IXWPBE81B3AO,37171,2.5903194
A38050EE6TZFWA,44433,2.5900931
AI0YQSGASRY3I,51468,2.5900378
A2I7LJ2EUF77GL,5265,2.5899937
A2YBBDGXYXU9SL,21688,2.5899842
